Issue key,Issue ID,"Custom field 
(CRM Company)",Status,Severity,Original Severity,Created,Resolved,IMT,IMT RCA,Environment,Origin,Start Date & Time,End Date & Time,Downtime,"Issue classification
(Application/Platform)"
TSR-333631,519787,Customer 26,Permanently Closed,Severity 1,Severity 1,6-17-22 1:19 AM,6-17-22 3:04 AM,,,,Internal,6-17-22 1:19 AM,6-17-22 3:04 AM,,
TSR-333393,519527,Customer 26,Permanently Closed,Severity 1,Severity 1,6-16-22 6:43 PM,6-16-22 7:53 PM,,,,Client,6-16-22 6:43 PM,6-16-22 7:35 PM,,
TSR-333340,519469,Customer 26,Permanently Closed,Severity 1,Severity 1,6-16-22 5:40 PM,6-16-22 6:24 PM,,,,Internal,6-16-22 5:17 PM,6-16-22 6:18 PM,,
TSR-333091,519192,Customer 26,Permanently Closed,Severity 1,Severity 1,6-16-22 12:32 PM,6-16-22 2:02 PM,,,,Client,6-16-22 12:32 PM,6-16-22 1:25 PM,,
TSR-332150,518147,Customer 26,Permanently Closed,Severity 1,Severity 1,6-15-22 10:57 AM,6-15-22 12:59 PM,,,,Internal,6-15-22 10:57 AM,6-15-22 12:59 PM,,
TSR-330743,516618,Customer 26,Permanently Closed,Severity 1,Severity 1,6-13-22 7:17 PM,6-13-22 9:01 PM,,,,Internal,6-13-22 7:17 PM,6-13-22 7:30 PM,,
TSR-330462,516322,Customer 26,Permanently Closed,Severity 1,Severity 1,6-13-22 2:46 PM,6-13-22 3:24 PM,,,,Client,6-13-22 2:46 PM,6-13-22 3:24 PM,,
TSR-330134,515972,Customer 26,Permanently Closed,Severity 1,Severity 1,6-12-22 12:55 PM,6-13-22 3:53 PM,,,,Internal,6-12-22 12:41 PM,6-12-22 3:39 PM,,
TSR-330070,515907,Customer 26,Permanently Closed,Severity 1,Severity 1,6-12-22 2:42 AM,6-12-22 2:56 AM,,,,Internal,6-12-22 2:42 AM,6-12-22 2:49 AM,0:07:00,Platform
TSR-329949,515784,Customer 26,Permanently Closed,Severity 1,Severity 1,6-11-22 12:50 PM,6-11-22 1:29 PM,,,,Internal,6-11-22 12:50 PM,6-11-22 1:29 PM,,
TSR-329943,515778,Customer 26,Permanently Closed,Severity 1,Severity 1,6-11-22 12:22 PM,6-11-22 1:53 PM,,,,Internal,6-11-22 12:22 PM,6-11-22 1:53 PM,,
TSR-329935,515770,Customer 26,Permanently Closed,Severity 1,Severity 1,6-11-22 11:32 AM,6-11-22 1:18 PM,,,,Internal,6-11-22 11:32 AM,6-11-22 1:18 PM,,
TSR-329931,515766,Customer 26,Permanently Closed,Severity 1,Severity 1,6-11-22 10:52 AM,6-11-22 11:39 AM,,,,Internal,6-11-22 10:52 AM,6-11-22 11:39 AM,,
TSR-329856,515689,Customer 26,Permanently Closed,Severity 1,Severity 1,6-11-22 4:39 AM,6-11-22 7:53 AM,,,,Client,6-11-22 4:39 AM,6-11-22 6:27 AM,,
TSR-329055,514843,Customer 26,Permanently Closed,Severity 1,Severity 1,6-10-22 11:50 AM,6-10-22 1:27 PM,,,,Internal,6-10-22 11:50 AM,6-10-22 1:27 PM,,
TSR-329005,514788,Customer 26,Pending client confirmation,Severity 1,Severity 1,6-10-22 10:54 AM,6-10-22 1:27 PM,,,,Internal,6-10-22 10:54 AM,6-10-22 1:27 PM,,
TSR-328726,514473,Customer 26,Pending client confirmation,Severity 1,Severity 1,6-9-22 9:46 PM,6-9-22 10:24 PM,,,,Internal,6-9-22 9:31 PM,6-9-22 10:10 PM,,
TSR-327213,512801,Customer 26,Permanently Closed,Severity 1,Severity 1,6-8-22 2:58 AM,6-8-22 5:25 AM,,,,Internal,6-8-22 2:58 AM,6-8-22 4:47 AM,,
TSR-327137,512716,Customer 26,Permanently Closed,Severity 1,Severity 1,6-8-22 12:23 AM,6-8-22 1:47 AM,,,,Client,6-8-22 12:23 AM,6-8-22 12:58 AM,,
TSR-327077,512654,Customer 26,Permanently Closed,Severity 1,Severity 1,6-7-22 10:42 PM,6-7-22 11:59 PM,,,,Client,6-7-22 10:42 PM,6-7-22 11:59 PM,0:55:00,Platform
TSR-325510,510901,Customer 26,Permanently Closed,Severity 1,Severity 1,6-5-22 12:46 PM,6-5-22 3:43 PM,,,,Internal,6-5-22 12:39 PM,6-5-22 3:40 PM,3:01:00,Application
TSR-324903,510267,Customer 26,Permanently Closed,Severity 1,Severity 1,6-3-22 7:53 PM,6-3-22 9:46 PM,,,,Client,6-3-22 7:53 PM,6-3-22 8:11 PM,,
TSR-307551,n/a,Customer 27,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-9-22 2:21 AM,5-9-22 2:40 AM,0:19:00,Platform
TSR-401724,594027,Customer 27,Permanently Closed,Severity 1,Severity 1,23-09-2022 23:58,24-09-2022 00:44,Yes,No,Production,Internal,9-23-22 11:58 PM,9-24-22 12:44 AM,,Application
TSR-400556,592775,Customer 27,Permanently Closed,Severity 1,Severity 1,22-09-2022 16:01,22-09-2022 16:08,Yes,No,Production,Internal,9-22-22 4:01 PM,9-22-22 4:06 PM,,Platform
TSR-399315,591381,Customer 27,Permanently Closed,Severity 1,Severity 1,21-09-2022 02:23,21-09-2022 03:13,Yes,No,Production,Internal,9-21-22 2:23 AM,9-21-22 3:12 AM,,Application
TSR-397480,589372,Customer 27,Permanently Closed,Severity 1,Severity 1,18-09-2022 07:08,18-09-2022 07:54,Yes,No,Production,Internal,9-18-22 7:08 AM,9-18-22 7:54 AM,,Platform
TSR-396838,588679,Customer 27,Permanently Closed,Severity 1,Severity 1,16-09-2022 15:28,16-09-2022 17:18,Yes,No,Production,Internal,9-16-22 3:28 PM,9-16-22 5:18 PM,,Application
TSR-395143,586820,Customer 27,Permanently Closed,Severity 1,Severity 1,14-09-2022 14:51,14-09-2022 17:11,Yes,Yes,Production,Internal,9-14-22 2:51 PM,9-14-22 4:12 PM,,Platform
TSR-391794,583166,Customer 27,Permanently Closed,Severity 1,Severity 1,08-09-2022 19:51,08-09-2022 21:31,Yes,No,Production,Internal,9-8-22 7:51 PM,9-8-22 9:31 PM,,Platform
TSR-391452,582797,Customer 27,Permanently Closed,Severity 1,Severity 1,08-09-2022 13:39,08-09-2022 14:13,Yes,No,Production,Internal,9-8-22 1:39 PM,9-8-22 2:13 PM,,Platform
TSR-389822,580988,Customer 27,Permanently Closed,Severity 1,Severity 1,06-09-2022 15:04,06-09-2022 16:12,Yes,No,Production,Internal,9-6-22 3:04 PM,9-6-22 4:12 PM,,Application
TSR-389634,580784,Customer 27,Permanently Closed,Severity 1,Severity 1,06-09-2022 11:00,06-09-2022 11:10,Yes,No,Production,Internal,9-6-22 11:00 AM,9-6-22 11:10 AM,,Platform
TSR-389375,580509,Customer 27,Permanently Closed,Severity 1,Severity 1,05-09-2022 21:45,05-09-2022 22:03,Yes,No,Production,Internal,9-5-22 9:45 PM,9-5-22 10:03 PM,,Platform
TSR-389221,580344,Customer 27,Permanently Closed,Severity 1,Severity 1,05-09-2022 18:43,05-09-2022 18:59,Yes,No,Production,Internal,9-5-22 6:43 PM,9-5-22 6:58 PM,,Platform
TSR-388836,579913,Customer 27,Permanently Closed,Severity 1,Severity 1,05-09-2022 09:00,05-09-2022 09:16,Yes,No,Production,Internal,9-5-22 9:00 AM,9-5-22 9:16 AM,,Platform
TSR-388685,579754,Customer 27,Permanently Closed,Severity 1,Severity 1,04-09-2022 20:11,04-09-2022 20:23,Yes,No,Production,Internal,9-4-22 8:11 PM,9-4-22 8:22 PM,,Platform
TSR-388670,579739,Customer 27,Permanently Closed,Severity 1,Severity 1,04-09-2022 19:05,04-09-2022 20:11,Yes,No,Production,Internal,9-4-22 7:05 PM,9-4-22 8:08 PM,,Platform
TSR-388600,579668,Customer 27,Permanently Closed,Severity 1,Severity 1,04-09-2022 11:21,04-09-2022 12:33,Yes,No,Production,Internal,9-4-22 11:21 AM,9-4-22 12:33 PM,,Platform
TSR-388564,579632,Customer 27,Permanently Closed,Severity 1,Severity 1,04-09-2022 05:51,04-09-2022 06:10,Yes,No,Production,Internal,9-4-22 5:51 AM,9-4-22 6:10 AM,,Platform
TSR-388522,579590,Customer 27,Permanently Closed,Severity 1,Severity 1,03-09-2022 23:27,04-09-2022 00:35,Yes,No,Production,Internal,9-3-22 11:27 PM,9-4-22 12:33 AM,,Application
TSR-388479,579547,Customer 27,Permanently Closed,Severity 1,Severity 1,03-09-2022 18:19,03-09-2022 18:58,Yes,No,Production,Internal,9-3-22 6:19 PM,9-3-22 6:58 PM,,Platform
TSR-387966,578995,Customer 27,Permanently Closed,Severity 1,Severity 1,02-09-2022 17:41,02-09-2022 18:10,No,No,Production,Internal,9-2-22 5:41 PM,9-2-22 6:10 PM,,Application
TSR-387462,578446,Customer 27,Permanently Closed,Severity 1,Severity 1,02-09-2022 01:38,02-09-2022 02:44,No,No,Production,Internal,9-2-22 1:38 AM,9-2-22 2:11 AM,,Application
TSR-387393,578365,Customer 27,Permanently Closed,Severity 1,Severity 1,01-09-2022 21:48,01-09-2022 22:16,Yes,No,Production,Internal,9-1-22 9:48 PM,9-1-22 10:16 PM,0:07:00,Platform
TSR-387117,578066,Customer 27,Permanently Closed,Severity 1,Severity 1,01-09-2022 16:29,01-09-2022 17:30,Yes,No,Production,Internal,9-1-22 4:29 PM,9-1-22 4:33 PM,,Application
TSR-385301,576102,Customer 27,Permanently Closed,Severity 1,Severity 1,8-30-22 6:21 PM,8-30-22 6:53 PM,Yes,No,Production,Internal,8-30-22 6:21 AM,8-30-22 6:50 AM,,Platform
TSR-383887,574552,Customer 27,Permanently Closed,Severity 1,Severity 1,8-29-22 11:26 AM,8-29-22 11:39 AM,Yes,No,Production,Internal,8-29-22 11:26 AM,8-29-22 11:39 AM,,Platform
TSR-383603,574231,Customer 27,Permanently Closed,Severity 1,Severity 1,8-28-22 5:55 AM,8-28-22 6:51 AM,Yes,No,Production,Internal,8-28-22 5:55 AM,8-28-22 6:51 AM,,Application
TSR-383551,574179,Customer 27,Permanently Closed,Severity 1,Severity 1,8-28-22 1:16 AM,8-28-22 3:10 AM,Yes,No,Production,Internal,8-28-22 1:16 AM,8-28-22 3:09 AM,,Application
TSR-383445,574073,Customer 27,Permanently Closed,Severity 1,Severity 1,8-27-22 4:39 PM,8-27-22 6:10 PM,Yes,No,Production,Internal,8-27-22 4:39 PM,8-27-22 6:10 PM,,Platform
TSR-382205,572706,Customer 27,Permanently Closed,Severity 1,Severity 1,8-25-22 8:28 PM,8-25-22 8:54 PM,Yes,No,Production,Internal,8-25-22 8:28 PM,8-25-22 8:54 PM,,Platform
TSR-381745,572224,Customer 27,Permanently Closed,Severity 1,Severity 1,8-25-22 12:56 PM,8-25-22 1:24 PM,Yes,No,Production,Internal,8-25-22 12:56 PM,8-25-22 1:24 PM,,Platform
TSR-380474,570832,Customer 27,Permanently Closed,Severity 1,Severity 1,8-24-22 1:35 AM,8-24-22 5:16 AM,Yes,No,Production,Internal,8-24-22 1:35 AM,8-24-22 5:17 AM,,Application
TSR-378694,568589,Customer 27,Permanently Closed,Severity 1,Severity 1,8-21-22 11:02 AM,8-21-22 12:05 PM,Yes,No,Production,Internal,8-21-22 10:32 AM,8-21-22 11:25 AM,,Platform
TSR-376984,566737,Customer 27,Permanently Closed,Severity 1,Severity 1,8-18-22 2:57 PM,8-18-22 4:22 PM,Yes,No,Production,Internal,8-17-22 2:57 PM,8-17-22 4:21 PM,,Platform
TSR-376471,566177,Customer 27,Permanently Closed,Severity 1,Severity 1,8-17-22 8:52 PM,8-17-22 10:00 PM,Yes,No,Production,Internal,8-17-22 8:52 PM,8-17-22 9:20 PM,,Platform
TSR-374169,563693,Customer 27,Permanently Closed,Severity 1,Severity 1,8-13-22 4:53 PM,8-13-22 5:25 PM,Yes,No,Production,Internal,8-13-22 4:53 PM,8-13-22 5:25 PM,,Platform
TSR-373646,563134,Customer 27,Permanently Closed,Severity 1,Severity 1,8-12-22 3:31 PM,8-12-22 4:30 PM,Yes,No,Production,Internal,8-12-22 3:07 PM,8-12-22 4:21 PM,,Platform
TSR-373169,562601,Customer 27,Permanently Closed,Severity 1,Severity 1,8-11-22 10:39 PM,8-11-22 11:02 PM,Yes,No,Production,Internal,8-11-22 10:25 PM,8-11-22 10:53 PM,,Platform
TSR-372617,562006,Customer 27,Permanently Closed,Severity 1,Severity 1,8-11-22 10:26 AM,8-11-22 12:08 PM,Yes,No,Production,Internal,8-11-22 10:26 AM,8-11-22 11:38 AM,,Platform
TSR-372586,561967,Customer 27,Permanently Closed,Severity 1,Severity 1,8-11-22 9:10 AM,8-11-22 10:03 AM,Yes,No,Production,Internal,8-11-22 8:57 AM,8-11-22 9:42 AM,,Platform
TSR-372580,561961,Customer 27,Permanently Closed,Severity 1,Severity 1,8-11-22 8:56 AM,8-11-22 10:17 AM,Yes,No,Production,Internal,8-11-22 8:43 AM,8-11-22 9:13 AM,,Platform
TSR-372175,561528,Customer 27,Permanently Closed,Severity 1,Severity 1,8-10-22 8:12 PM,8-10-22 8:27 PM,Yes,No,Production,Internal,8-10-22 8:12 PM,8-10-22 8:27 PM,,Platform
TSR-371962,561306,Customer 27,Permanently Closed,Severity 1,Severity 1,8-10-22 4:58 PM,8-10-22 7:02 PM,Yes,No,Production,Internal,8-10-22 4:58 PM,8-10-22 7:02 PM,,Platform
TSR-371863,561197,Customer 27,Permanently Closed,Severity 1,Severity 1,8-10-22 2:31 PM,8-10-22 3:40 PM,Yes,No,Production,Internal,8-10-22 2:31 PM,8-10-22 3:40 PM,,Platform
TSR-371133,560377,Customer 27,Permanently Closed,Severity 1,Severity 1,8-9-22 6:29 PM,8-9-22 7:27 PM,Yes,No,Production,Internal,8-9-22 6:29 PM,8-9-22 7:28 PM,,Platform
TSR-364925,553629,Customer 27,Permanently Closed,Severity 1,Severity 1,7-31-22 7:57 AM,7-31-22 9:09 AM,,,,Client,7-31-22 6:38 AM,7-31-22 9:09 AM,,Application
TSR-364814,553517,Customer 27,Pending client confirmation,Severity 1,Severity 2,7-30-22 8:56 PM,7-31-22 7:38 PM,,,,Client,7-31-22 8:30 AM,7-31-22 7:38 PM,,Application
TSR-364379,553057,Customer 27,Permanently Closed,Severity 1,Severity 1,7-29-22 10:58 PM,7-30-22 12:44 AM,,,,Internal,7-29-22 10:58 PM,7-30-22 12:43 AM,,Platform
TSR-359499,547785,Customer 27,Permanently Closed,Severity 1,Severity 1,7-24-22 2:14 AM,7-24-22 5:01 AM,,,,Internal,7-24-22 2:14 AM,7-24-22 4:57 AM,,Platform
TSR-355479,543527,Customer 27,Permanently Closed,Severity 1,Severity 1,7-19-22 10:14 PM,7-19-22 11:10 PM,,,,Internal,7-19-22 10:14 PM,7-19-22 11:10 PM,,Application
TSR-352096,539850,Customer 27,Permanently Closed,Severity 1,Severity 1,7-14-22 11:26 AM,7-14-22 2:30 PM,,,,Internal,7-14-22 11:26 AM,7-14-22 2:30 PM,,Platform
TSR-351895,539634,Customer 27,Permanently Closed,Severity 1,Severity 1,7-14-22 3:50 AM,7-14-22 5:02 AM,,,,Internal,7-14-22 3:50 AM,7-14-22 5:02 AM,,Application
TSR-351822,539556,Customer 27,Permanently Closed,Severity 1,Severity 1,7-14-22 1:17 AM,7-14-22 1:42 AM,,,,Internal,7-14-22 1:17 AM,7-14-22 1:42 AM,,Application
TSR-351768,539492,Customer 27,Permanently Closed,Severity 1,Severity 1,7-13-22 11:10 PM,7-14-22 12:21 AM,,,,Internal,7-13-22 11:10 PM,7-14-22 12:21 AM,,Application
TSR-351401,539089,Customer 27,Permanently Closed,Severity 1,Severity 1,7-13-22 3:57 PM,7-14-22 8:12 AM,,,,Internal,7-13-22 3:43 PM,7-13-22 4:03 PM,,Application
TSR-351245,538925,Customer 27,Permanently Closed,Severity 1,Severity 1,7-13-22 1:04 PM,7-13-22 1:53 PM,,,,Internal,7-13-22 1:04 PM,7-13-22 1:53 PM,,Application
TSR-344325,531417,Customer 27,Permanently Closed,Severity 1,Severity 1,7-3-22 11:34 AM,7-3-22 2:57 PM,,,,Internal,7-3-22 11:34 AM,7-3-22 2:57 PM,,Platform
TSR-343221,530248,Customer 27,Permanently Closed,Severity 1,Severity 2,7-1-22 7:31 AM,7-1-22 2:17 PM,,,,Client,7-1-22 7:31 AM,7-1-22 2:17 PM,,Application
TSR-343103,530124,Customer 27,Permanently Closed,Severity 1,Severity 1,7-1-22 3:22 AM,7-1-22 4:31 AM,,,,Internal,7-1-22 3:22 AM,7-1-22 4:30 AM,,Application
TSR-342284,529232,Customer 27,Permanently Closed,Severity 1,Severity 1,6-30-22 11:18 AM,6-30-22 4:06 PM,,,,Client,6-30-22 11:18 AM,6-30-22 1:02 PM,,
TSR-341868,528757,Customer 27,Permanently Closed,Severity 1,Severity 1,6-29-22 9:23 PM,6-29-22 9:47 PM,,,,Internal,6-29-22 9:23 PM,6-29-22 9:47 PM,,
TSR-339208,525874,Customer 27,Permanently Closed,Severity 1,Severity 1,6-26-22 1:59 AM,6-26-22 5:51 AM,,,,Internal,6-26-22 1:59 AM,6-26-22 5:51 AM,,
TSR-338838,525494,Customer 27,Permanently Closed,Severity 1,Severity 1,6-24-22 11:42 PM,6-25-22 12:45 AM,,,,Internal,6-24-22 11:42 PM,6-25-22 12:44 AM,,
TSR-334312,520549,Customer 27,Permanently Closed,Severity 1,Severity 2,6-17-22 11:35 PM,6-18-22 12:25 AM,,,,Internal,6-17-22 11:47 PM,6-18-22 12:25 AM,,
TSR-327239,512827,Customer 27,Permanently Closed,Severity 1,Severity 1,6-8-22 4:08 AM,6-8-22 5:19 AM,,,,Internal,6-8-22 4:08 AM,6-8-22 5:19 AM,,
TSR-325187,510568,Customer 27,Permanently Closed,Severity 1,Severity 1,6-4-22 1:11 AM,6-4-22 2:58 AM,,,,Internal,6-4-22 1:11 AM,6-4-22 2:27 AM,,
TSR-325138,510508,Customer 27,Permanently Closed,Severity 1,Severity 1,6-3-22 10:36 PM,6-3-22 10:54 PM,,,,Internal,6-3-22 10:12 PM,6-3-22 10:47 PM,0:35:00,Platform
TSR-307705,n/a,Customer 28,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-9-22 12:16 PM,5-9-22 1:12 PM,0:56:00,Platform
TSR-387710,578713,Customer 28,Permanently Closed,Severity 1,Severity 1,02-09-2022 11:59,02-09-2022 14:17,Yes,No,Production,Client,9-2-22 11:59 AM,9-2-22 2:17 PM,,Application
TSR-362784,551359,Customer 28,Permanently Closed,Severity 1,Severity 1,7-28-22 1:03 PM,7-28-22 2:08 PM,,,,Internal,7-28-22 1:03 PM,7-28-22 2:08 PM,,Application
TSR-357578,545804,Customer 28,Pending client confirmation,Severity 1,Severity 1,7-22-22 10:26 AM,7-22-22 1:57 PM,,,,Client,7-22-22 10:26 AM,7-22-22 12:44 PM,,Application
TSR-347679,535054,Customer 28,Permanently Closed,Severity 1,Severity 1,7-7-22 7:35 PM,7-7-22 8:12 PM,,,,Internal,7-7-22 7:28 PM,7-7-22 7:30 PM,0:02:00,Platform
TSR-316022,n/a,Customer 29,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-21-22 10:13 PM,5-21-22 10:36 PM,0:23:00,Platform
TSR-308287,n/a,Customer 29,Resolved,SEV1,n/a,n/a,n/a,,,,Internal,5-10-22 2:59 AM,5-10-22 3:17 AM,0:18:00,Application
TSR-399410,591480,Customer 29,Permanently Closed,Severity 1,Severity 1,21-09-2022 05:50,21-09-2022 06:40,Yes,No,Production,Internal,9-21-22 5:50 AM,9-21-22 6:40 AM,,Platform
TSR-398518,590497,Customer 29,Permanently Closed,Severity 1,Severity 1,20-09-2022 07:57,20-09-2022 08:23,Yes,No,Production,Internal,9-20-22 7:57 AM,9-20-22 8:23 AM,,Platform
TSR-389560,580708,Customer 29,Permanently Closed,Severity 1,Severity 1,06-09-2022 09:05,06-09-2022 12:39,Yes,No,Production,Client,9-6-22 9:05 AM,9-6-22 12:39 PM,,Platform
TSR-364082,552749,Customer 29,Pending client confirmation,Severity 1,Severity 1,7-29-22 5:56 PM,7-29-22 6:25 PM,,,,Internal,7-29-22 5:56 PM,7-29-22 6:03 PM,,Platform
TSR-360295,548636,Customer 29,Permanently Closed,Severity 1,Severity 1,7-25-22 8:30 PM,7-25-22 8:54 PM,,,,Internal,7-25-22 8:30 PM,7-25-22 8:53 PM,,Platform
TSR-357008,545174,Customer 29,Permanently Closed,Severity 1,Severity 1,7-21-22 4:55 PM,7-21-22 5:59 PM,,,,Internal,7-21-22 4:46 PM,7-21-22 5:06 PM,,Application
TSR-357001,545167,Customer 29,Permanently Closed,Severity 1,Severity 1,7-21-22 4:50 PM,7-21-22 6:09 PM,,,,Internal,7-21-22 4:46 PM,7-21-22 5:06 PM,,Application
TSR-354718,542694,Customer 29,Permanently Closed,Severity 1,Severity 1,7-19-22 2:03 AM,7-19-22 5:26 AM,,,,Internal,7-19-22 2:03 AM,7-19-22 3:06 AM,1:03:00,Platform
TSR-352782,540583,Customer 29,Permanently Closed,Severity 1,Severity 1,7-15-22 7:06 AM,7-15-22 7:47 AM,,,,Internal,7-15-22 7:06 AM,7-15-22 7:47 AM,,Application
TSR-343089,530110,Customer 29,Permanently Closed,Severity 1,Severity 1,7-1-22 2:31 AM,7-1-22 5:29 AM,,,,Internal,7-1-22 2:31 AM,7-1-22 5:29 AM,,Platform
TSR-338896,525561,Customer 29,Permanently Closed,Severity 1,Severity 1,6-25-22 3:33 AM,6-25-22 5:44 AM,,,,Internal,6-25-22 3:33 AM,6-25-22 5:42 AM,,
TSR-332371,518389,Customer 29,Permanently Closed,Severity 1,Severity 1,6-15-22 3:48 PM,6-15-22 4:14 PM,,,,Client,6-15-22 3:48 PM,6-15-22 4:14 PM,,
TSR-326858,512419,Customer 29,Permanently Closed,Severity 1,Severity 1,6-7-22 6:04 PM,6-8-22 6:51 PM,,,,Client,6-7-22 6:04 PM,6-7-22 6:04 PM,,
TSR-322513,507678,Customer 29,Permanently Closed,Severity 1,Severity 1,6-1-22 12:11 AM,6-1-22 12:46 AM,,,,Internal,6-1-22 12:11 AM,6-1-22 12:46 AM,,
TSR-309434,n/a,Customer 30,Resolved,SEV1,n/a,n/a,n/a,,,,Client,5-11-22 4:40 PM,5-11-22 6:56 PM,2:16:00,Application
TSR-373179,562611,Customer 30,Permanently Closed,Severity 1,Severity 1,8-11-22 10:50 PM,8-11-22 11:05 PM,Yes,No,Production,Internal,8-11-22 10:50 PM,8-11-22 11:05 PM,,Platform
TSR-369986,559103,Customer 30,Permanently Closed,Severity 1,Severity 1,8-8-22 1:07 PM,8-8-22 1:38 PM,Yes,No,Production,Client,8-8-22 1:07 PM,8-8-22 1:28 PM,,Application
TSR-361717,550159,Customer 30,Permanently Closed,Severity 1,Severity 1,7-27-22 7:25 AM,7-27-22 2:31 PM,,,,Client,7-27-22 7:25 AM,7-27-22 8:35 AM,,Platform
TSR-359521,547807,Customer 30,Permanently Closed,Severity 1,Severity 1,7-24-22 3:13 AM,7-24-22 3:50 AM,,,,Internal,7-24-22 3:13 AM,7-24-22 3:49 AM,,Application
TSR-359475,547761,Customer 30,Permanently Closed,Severity 1,Severity 1,7-23-22 10:46 PM,7-24-22 12:14 AM,,,,Internal,7-23-22 10:46 PM,7-24-22 12:13 AM,,Platform
TSR-354619,542592,Customer 30,Permanently Closed,Severity 1,Severity 1,7-18-22 10:53 PM,7-19-22 12:50 AM,,,,Internal,7-18-22 10:53 PM,7-19-22 12:50 AM,,Application
TSR-352954,540778,Customer 30,Permanently Closed,Severity 1,Severity 2,7-15-22 1:01 PM,7-15-22 4:08 PM,,,,Client,7-15-22 1:01 PM,7-15-22 4:08 PM,,Application
TSR-349044,536493,Customer 30,Permanently Closed,Severity 1,Severity 1,7-9-22 10:55 PM,7-10-22 12:26 AM,,,,Internal,7-9-22 10:55 PM,7-10-22 12:24 AM,,Platform
TSR-343512,530574,Customer 30,Permanently Closed,Severity 1,Severity 1,7-1-22 3:08 PM,7-1-22 7:04 PM,,,,Internal,7-1-22 1:37 PM,7-1-22 6:07 PM,4:30:00,Application
TSR-339414,526083,Customer 30,Permanently Closed,Severity 1,Severity 1,6-26-22 10:58 PM,6-26-22 11:53 PM,,,,Internal,6-26-22 10:58 PM,6-26-22 11:53 PM,,
TSR-334541,520792,Customer 30,Permanently Closed,Severity 1,Severity 1,6-18-22 10:53 PM,6-18-22 11:55 PM,,,,Internal,6-18-22 10:53 PM,6-18-22 11:55 PM,,
TSR-333346,519477,Customer 30,Permanently Closed,Severity 1,Severity 1,6-16-22 5:51 PM,6-16-22 6:36 PM,,,,Internal,6-16-22 5:34 PM,6-16-22 6:23 PM,,
TSR-332923,518984,Customer 30,Permanently Closed,Severity 1,Severity 1,6-16-22 6:40 AM,6-16-22 7:20 AM,,,,Internal,6-16-22 6:40 AM,6-16-22 7:20 AM,,
TSR-330222,516062,Customer 30,Permanently Closed,Severity 1,Severity 1,6-12-22 11:10 PM,6-13-22 12:24 AM,,,,Internal,6-12-22 11:10 PM,6-13-22 12:24 AM,,
TSR-330219,516059,Customer 30,Permanently Closed,Severity 1,Severity 1,6-12-22 10:46 PM,6-12-22 11:52 PM,,,,Internal,6-12-22 10:46 PM,6-12-22 11:52 PM,,
TSR-328771,514521,Customer 30,Permanently Closed,Severity 1,Severity 1,6-9-22 11:18 PM,6-10-22 1:06 AM,,,,Internal,6-9-22 11:18 PM,6-10-22 1:04 AM,,
TSR-326241,511745,Customer 30,Permanently Closed,Severity 1,Severity 1,6-6-22 10:58 PM,6-7-22 1:29 AM,,,,Internal,6-6-22 10:58 PM,6-7-22 1:13 AM,,
TSR-392256,583654,Customer 31,Permanently Closed,Severity 1,Severity 1,09-09-2022 12:39,09-09-2022 14:30,Yes,No,Production,Client,9-9-22 12:39 PM,9-9-22 2:30 PM,,Application
TSR-389770,580928,Customer 31,Permanently Closed,Severity 1,Severity 1,06-09-2022 13:51,06-09-2022 16:47,Yes,No,Production,Client,9-6-22 1:51 PM,9-6-22 4:47 PM,,Application
TSR-386262,577128,Customer 31,Permanently Closed,Severity 1,Severity 1,8-31-22 6:01 PM,8-31-22 6:56 PM,Yes,No,Production,Client,8-31-22 6:01 PM,8-31-22 6:49 PM,,Platform
TSR-370646,559809,Customer 31,Permanently Closed,Severity 1,Severity 1,8-9-22 4:27 AM,8-9-22 6:24 AM,Yes,No,Production,Internal,8-9-22 4:27 AM,8-9-22 6:14 AM,,Application
TSR-368488,557535,Customer 31,Permanently Closed,Severity 1,Severity 1,8-5-22 5:34 AM,8-5-22 7:22 AM,Yes,No,Production,Internal,8-5-22 5:34 AM,8-5-22 5:56 AM,,Application
TSR-346999,534310,Customer 31,Permanently Closed,Severity 1,Severity 1,7-7-22 1:24 AM,7-7-22 2:42 AM,,,,Client,7-7-22 1:24 AM,7-7-22 2:20 AM,0:56:00,Application
TSR-333565,519718,Customer 31,Permanently Closed,Severity 1,Severity 1,6-16-22 10:40 PM,6-17-22 12:12 AM,,,,Internal,6-16-22 10:40 PM,6-17-22 12:12 AM,,
TSR-333268,519388,Customer 31,Permanently Closed,Severity 1,Severity 1,6-16-22 4:05 PM,6-16-22 4:35 PM,,,,Internal,6-16-22 3:54 PM,6-16-22 4:08 PM,,
TSR-327556,513175,Customer 31,Permanently Closed,Severity 1,Severity 1,6-8-22 2:28 PM,6-8-22 3:28 PM,,,,Client,6-8-22 2:28 PM,6-8-22 3:28 PM,,
TSR-327311,512899,Customer 31,Permanently Closed,Severity 1,Severity 1,6-8-22 5:55 AM,6-8-22 6:36 AM,,,,Internal,6-8-22 5:55 AM,6-8-22 6:36 AM,,
TSR-346048,533280,Customer 32,Permanently Closed,Severity 1,Severity 1,7-6-22 3:49 AM,7-6-22 5:35 AM,,,,Internal,7-6-22 3:49 AM,7-6-22 5:23 AM,,Application
