Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-369015,558095,Customer 24,,Closed,Software Change,05-Aug-22,30-Aug-22,Done
TSR-369009,558089,Customer 24,,Closed,Software Change,05-Aug-22,09-Aug-22,Done
TSR-369004,558084,Customer 24,,Closed,Software Change,05-Aug-22,09-Aug-22,Done
TSR-368217,557244,Customer 24,,Closed,Software Change,04-Aug-22,09-Aug-22,Done
TSR-367569,556536,Customer 24,,Closed,Software Change,04-Aug-22,30-Aug-22,Done
TSR-367391,556345,Customer 24,,Closed,Software Change,03-Aug-22,09-Aug-22,Done
TSR-366429,555287,Customer 24,,Closed,Software Change,02-Aug-22,09-Aug-22,Done
TSR-366306,555154,Customer 24,,Closed,Software Change,02-Aug-22,30-Aug-22,Done
TSR-365655,554420,Customer 24,,Closed,Software Change,01-Aug-22,09-Aug-22,Done
TSR-364157,552825,Customer 24,,Closed,Software Change,29-Jul-22,09-Aug-22,Done
TSR-364152,552820,Customer 24,,Closed,Software Change,29-Jul-22,04-Aug-22,Done
TSR-364148,552816,Customer 24,,Closed,Software Change,29-Jul-22,04-Aug-22,Done
TSR-363302,551913,Customer 24,,Closed,Software Change,28-Jul-22,04-Aug-22,Done
TSR-362306,550831,Customer 24,,Closed,Software Change,27-Jul-22,02-Aug-22,Done
TSR-361460,549877,Customer 24,,Closed,Software Change,26-Jul-22,28-Jul-22,Done
TSR-360297,548638,Customer 24,,Closed,Software Change,25-Jul-22,27-Jul-22,Done
TSR-357926,546189,Customer 24,,Closed,Software Change,22-Jul-22,28-Jul-22,Done
TSR-357919,546182,Customer 24,,Closed,Software Change,22-Jul-22,26-Jul-22,Done
TSR-357911,546173,Customer 24,,Closed,Software Change,22-Jul-22,26-Jul-22,Done
TSR-357173,545366,Customer 24,,Closed,Software Change,21-Jul-22,28-Jul-22,Done
TSR-357045,545211,Customer 24,,Closed,Software Change,21-Jul-22,27-Jul-22,Done
TSR-356230,544352,Customer 24,,Closed,Software Change,20-Jul-22,04-Aug-22,Done
TSR-355343,543383,Customer 24,,Closed,Software Change,19-Jul-22,04-Aug-22,Done
TSR-354489,542456,Customer 24,,Closed,Software Change,18-Jul-22,04-Aug-22,Done
TSR-353382,541229,Customer 24,,Closed,Software Change,15-Jul-22,04-Aug-22,Done
TSR-353374,541221,Customer 24,,Closed,Software Change,15-Jul-22,02-Aug-22,Done
TSR-353369,541216,Customer 24,,Closed,Software Change,15-Jul-22,04-Aug-22,Done
TSR-353179,541012,Customer 24,,Closed,Software Change,15-Jul-22,30-Aug-22,Done
TSR-352533,540322,Customer 24,,Closed,Software Change,14-Jul-22,04-Aug-22,Done
TSR-351720,539442,Customer 24,,Closed,Software Change,13-Jul-22,04-Aug-22,Done
TSR-350802,538434,Customer 24,,Closed,Software Change,13-Jul-22,28-Jul-22,Done
TSR-347874,535264,Customer 24,,Closed,Software Change,08-Jul-22,04-Aug-22,Done
TSR-342854,529861,Customer 24,,Canceled,Software Change,30-Jun-22,31-Aug-22,Canceled
TSR-340970,527791,Customer 24,,Closed,Software Change,28-Jun-22,27-Jul-22,Done
TSR-340160,526884,Customer 24,,In Review,Software Change,28-Jun-22,,
TSR-340147,526871,Customer 24,,â€‹  WIP- Prod implementation,Software Change,28-Jun-22,,
TSR-338634,525286,Customer 24,,Closed,Software Change,24-Jun-22,08-Jul-22,Done
TSR-337741,524309,Customer 24,,Closed,Software Change,23-Jun-22,23-Jun-22,Done
TSR-336467,522880,Customer 24,,Closed,Software Change,22-Jun-22,01-Jul-22,Done
TSR-336203,522602,Customer 24,,Closed,Software Change,21-Jun-22,24-Jun-22,Done
TSR-335516,521861,Customer 24,,Closed,Software Change,20-Jun-22,20-Jun-22,Done
TSR-335504,521848,Customer 24,,Closed,Software Change,20-Jun-22,29-Jun-22,Done
TSR-329809,515639,Customer 24,,Awaiting Non Prod Implementation,Software Change,11-Jun-22,,
TSR-328762,514512,Customer 24,,Closed,Software Change,09-Jun-22,21-Jun-22,Done
TSR-327977,513638,Customer 24,,Closed,Infrastructure Change,09-Jun-22,24-Jun-22,Done
TSR-323312,508531,Customer 24,,Canceled,Infrastructure Change,01-Jun-22,02-Jun-22,Duplicate
TSR-322702,507881,Customer 24,,Closed,Software Change,01-Jun-22,27-Jul-22,Done
TSR-322456,507619,Customer 24,,Closed,Software Change,31-May-22,23-Jun-22,Done
TSR-319961,504976,Customer 24,,Closed,Software Change,27-May-22,30-May-22,Done
TSR-317711,502513,Customer 24,,Closed,Software Change,25-May-22,09-Jun-22,Done
TSR-314142,498580,Customer 24,,Closed,Software Change,18-May-22,02-Jun-22,Done
TSR-313529,497895,Customer 24,,Closed,Software Change,18-May-22,09-Aug-22,Done
TSR-313195,497539,Customer 24,,Closed,Software Change,17-May-22,17-May-22,Done
TSR-312505,496788,Customer 24,,Closed,Software Change,16-May-22,25-May-22,Done
TSR-312490,496771,Customer 24,,Closed,Software Change,16-May-22,09-Jun-22,Done
TSR-309757,493850,Customer 24,,Closed,Software Change,11-May-22,09-Aug-22,Done
TSR-308329,492291,Customer 24,,Closed,Infrastructure Change,10-May-22,17-May-22,Done
TSR-308156,492102,Customer 24,,Closed,Software Change,09-May-22,17-May-22,Done
TSR-306477,490293,Customer 24,,Closed,Software Change,06-May-22,08-May-22,Done
TSR-306375,490185,Customer 24,,Canceled,Software Change,05-May-22,05-May-22,Resolved
TSR-306313,490120,Customer 24,,Closed,Software Change,05-May-22,12-May-22,Done
TSR-304847,488521,Customer 24,,Closed,Software Change,03-May-22,23-Jun-22,Done
TSR-302248,485698,Customer 24,,Closed,Software Change,28-Apr-22,17-May-22,Done
TSR-301236,484584,Customer 24,,Closed,,27-Apr-22,28-Apr-22,Done
TSR-298519,481575,Customer 24,,Closed,Software Change,22-Apr-22,01-Jun-22,Done
TSR-297912,480918,Customer 24,,Closed,,22-Apr-22,22-Apr-22,Done
TSR-287605,468605,Customer 24,,Closed,Software Change,05-Apr-22,11-May-22,Done
TSR-287587,468587,Customer 24,,Closed,Software Change,05-Apr-22,15-Apr-22,Done
TSR-285925,466765,Customer 24,,Closed,Software Change,02-Apr-22,02-Apr-22,Done
TSR-282253,462789,Customer 24,,Closed,Software Change,29-Mar-22,06-Apr-22,Done
TSR-279458,459619,Customer 24,,Canceled,Software Change,24-Mar-22,16-Apr-22,Canceled
TSR-274884,454872,Customer 24,,Canceled,Software Change,22-Mar-22,16-Apr-22,Duplicate
TSR-271729,451330,Customer 24,,Closed,Software Change,17-Mar-22,16-Apr-22,Done
TSR-270884,450401,Customer 24,,Closed,Software Change,16-Mar-22,16-Apr-22,Done
TSR-265673,444573,Customer 24,,Closed,Software Change,09-Mar-22,30-Mar-22,Done
TSR-263273,441970,Customer 24,,Closed,Software Change,07-Mar-22,22-Apr-22,Done
TSR-258652,437141,Customer 24,,Closed,Software Change,03-Mar-22,11-Mar-22,Done
TSR-258062,436473,Customer 24,,Closed,Infrastructure Change,02-Mar-22,11-Mar-22,Done
TSR-257726,436093,Customer 24,,Closed,Software Change,01-Mar-22,11-May-22,Done
TSR-257312,435619,Customer 24,,Closed,Software Change,01-Mar-22,11-Mar-22,Done
TSR-257066,435342,Customer 24,,Closed,Software Change,01-Mar-22,17-May-22,Done
TSR-256892,435150,Customer 24,,Closed,Software Change,28-Feb-22,11-Mar-22,Done
TSR-256864,435121,Customer 24,,Closed,Infrastructure Change,28-Feb-22,14-Mar-22,Done
TSR-256703,434933,Customer 24,,Closed,Software Change,28-Feb-22,16-Apr-22,Done
TSR-256690,434918,Customer 24,,Closed,Software Change,28-Feb-22,24-Mar-22,Done
TSR-254303,432287,Customer 24,,Canceled,Software Change,24-Feb-22,17-Mar-22,Canceled
TSR-249969,427398,Customer 24,,Closed,Software Change,16-Feb-22,09-Mar-22,Done
TSR-249220,426506,Customer 24,,Closed,Software Change,15-Feb-22,15-Feb-22,Done
TSR-248998,426250,Customer 24,,Closed,,15-Feb-22,11-Mar-22,Done
TSR-247151,424161,Customer 24,,Canceled,,11-Feb-22,21-Apr-22,Canceled
TSR-247012,423942,Customer 24,,Closed,Software Change,11-Feb-22,23-Feb-22,Done
TSR-246925,423849,Customer 24,,Closed,Software Change,11-Feb-22,02-Mar-22,Done
TSR-246299,423140,Customer 24,,Canceled,Software Change,10-Feb-22,01-Mar-22,Canceled
TSR-245984,422789,Customer 24,,Closed,Infrastructure Change,09-Feb-22,23-Feb-22,Done
TSR-245980,422785,Customer 24,,Canceled,Infrastructure Change,09-Feb-22,01-Mar-22,Canceled
TSR-245372,422060,Customer 24,,Closed,Infrastructure Change,09-Feb-22,23-Feb-22,Done
TSR-244734,421320,Customer 24,,Closed,Infrastructure Change,08-Feb-22,09-Feb-22,Done
TSR-243760,420197,Customer 24,,Closed,Software Change,05-Feb-22,05-Feb-22,Done
TSR-243409,419841,Customer 24,,Closed,Software Change,04-Feb-22,09-Feb-22,Done
TSR-243350,419771,Customer 24,,Closed,Software Change,04-Feb-22,11-Mar-22,Done
TSR-243035,419419,Customer 24,,Closed,Software Change,04-Feb-22,05-Feb-22,Done
TSR-241132,416671,Customer 24,,Closed,Infrastructure Change,02-Feb-22,23-Feb-22,Done
TSR-238482,413658,Customer 24,,Closed,Software Change,28-Jan-22,02-Mar-22,Done
TSR-238351,413483,Customer 24,,Canceled,Software Change,28-Jan-22,20-Apr-22,Canceled
TSR-235367,410031,Customer 24,,Closed,Software Change,22-Jan-22,26-Jan-22,Done
TSR-233778,408273,Customer 24,,Closed,Infrastructure Change,20-Jan-22,20-Apr-22,Done
TSR-233738,408230,Customer 24,,Closed,Software Change,20-Jan-22,24-Jan-22,Done
TSR-232172,406539,Customer 24,,Closed,Infrastructure Change,17-Jan-22,07-Mar-22,Done
TSR-231038,405332,Customer 24,,Closed,Software Change,15-Jan-22,25-Jan-22,Done
TSR-230946,405235,Customer 24,,Closed,Infrastructure Change,14-Jan-22,23-Feb-22,Done
TSR-229717,403828,Customer 24,,Closed,Software Change,13-Jan-22,25-May-22,Done
TSR-229713,403824,Customer 24,,Closed,Software Change,13-Jan-22,31-Jan-22,Done
TSR-229029,403064,Customer 24,,Closed,Software Change,12-Jan-22,25-May-22,Done
TSR-227311,401171,Customer 24,,Closed,Software Change,08-Jan-22,27-Jan-22,Done
TSR-227071,400889,Customer 24,,Closed,Software Change,07-Jan-22,10-Jan-22,Done
TSR-226127,399790,Customer 24,,Closed,Software Change,06-Jan-22,25-May-22,Done
TSR-222712,395939,Customer 24,,Closed,Infrastructure Change,29-Dec-21,27-Jan-22,Done
TSR-218852,391553,Customer 24,,Closed,Software Change,22-Dec-21,26-Jan-22,Done
TSR-214466,386492,Customer 24,,Closed,Software Change,15-Dec-21,27-Jan-22,Done
TSR-213678,385485,Customer 24,,Canceled,Infrastructure Change,14-Dec-21,08-Jan-22,Canceled
TSR-213654,385458,Customer 24,,Closed,Software Change,14-Dec-21,20-Jan-22,Done
TSR-212268,383760,Customer 24,,Closed,,10-Dec-21,04-Feb-22,Done
TSR-184897,353634,Customer 24,,Canceled,Infrastructure Change,03-Nov-21,20-Apr-22,Canceled
TSR-182170,350586,Customer 24,,Closed,Software Change,28-Oct-21,26-Jan-22,Done
TSR-173283,340700,Customer 24,,Closed,Infrastructure Change,15-Oct-21,11-Mar-22,Done
TSR-76962,225544,Customer 24,,Closed,Software Change,16-Apr-21,26-Jan-22,Done
TSR-52986,199597,Customer 24,,Closed,Infrastructure Change,31-Mar-21,03-Feb-22,Done
TSR-49173,194273,Customer 24,,Closed,Infrastructure Change,13-Mar-21,03-Feb-22,Done
TSR-407156,599904,Customer 25,,In Review,Software Change,03-Oct-22,,
TSR-394588,586201,Customer 25,,WIP- NON prod Implementation,Software Change,13-Sep-22,,
TSR-393630,585129,Customer 25,,Awaiting Prod implementation,Infrastructure Change,12-Sep-22,,
TSR-384357,575051,Customer 25,,Hold,Software Change,29-Aug-22,,
TSR-383695,574327,Customer 25,,In Review,Software Change,28-Aug-22,,
TSR-379765,569741,Customer 25,,Waiting on customer,Software Change,23-Aug-22,,
TSR-376853,566597,Customer 25,,Waiting on customer,Software Change,18-Aug-22,,
TSR-349158,536607,Customer 25,,Waiting on customer,Software Change,10-Jul-22,,
TSR-344839,531974,Customer 25,,Awaiting Non Prod Implementation,Infrastructure Change,04-Jul-22,,
TSR-337656,524220,Customer 25,,In Review,Software Change,23-Jun-22,,
TSR-337478,524025,Customer 25,,Waiting on customer,Software Change,23-Jun-22,,
TSR-336938,523404,Customer 25,,â€‹  WIP- Prod implementation,Software Change,22-Jun-22,,
TSR-331869,517833,Customer 25,,Closed,Software Change,14-Jun-22,06-Jul-22,Done
TSR-331867,517831,Customer 25,,Awaiting Non Prod Implementation,Software Change,14-Jun-22,,
TSR-331002,516885,Customer 25,,Awaiting Non Prod Implementation,Software Change,13-Jun-22,,
TSR-330990,516873,Customer 25,,Awaiting Non Prod Implementation,Software Change,13-Jun-22,,
TSR-330974,516857,Customer 25,,Awaiting Non Prod Implementation,Software Change,13-Jun-22,,
TSR-330972,516855,Customer 25,,Awaiting Non Prod Implementation,Software Change,13-Jun-22,,
TSR-330949,516832,Customer 25,,Awaiting Non Prod Implementation,Software Change,13-Jun-22,,
TSR-330934,516817,Customer 25,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330818,516698,Customer 25,,Waiting on customer,Software Change,13-Jun-22,,
TSR-330598,516464,Customer 25,,Waiting on customer,Software Change,13-Jun-22,,
TSR-326723,512268,Customer 25,,Waiting on customer,Software Change,07-Jun-22,,
TSR-325734,511169,Customer 25,,Closed,Infrastructure Change,06-Jun-22,10-Jun-22,Done
TSR-324651,510000,Customer 25,,Waiting on customer,Software Change,03-Jun-22,,
TSR-323939,509214,Customer 25,,Waiting on customer,Software Change,02-Jun-22,,
TSR-323116,508330,Customer 25,,Closed,Infrastructure Change,01-Jun-22,16-Jun-22,Done
TSR-321064,506131,Customer 25,,Waiting on customer,Software Change,30-May-22,,
TSR-304319,487942,Customer 25,,Canceled,Software Change,02-May-22,02-May-22,Duplicate
TSR-300960,484282,Customer 25,,Waiting on customer,Software Change,27-Apr-22,,
TSR-295460,477739,Customer 25,,Closed,Software Change,19-Apr-22,06-Jul-22,Done
TSR-274463,454407,Customer 25,,Waiting on customer,Software Change,22-Mar-22,,
TSR-265863,444802,Customer 25,,Awaiting Non Prod Implementation,Software Change,09-Mar-22,,
TSR-263385,442114,Customer 25,,Waiting on customer,Software Change,07-Mar-22,,
TSR-244059,420552,Customer 25,,Waiting on customer,Software Change,07-Feb-22,,
TSR-239150,414412,Customer 25,,Waiting on customer,Software Change,29-Jan-22,,
TSR-238656,413869,Customer 25,,Closed,Infrastructure Change,28-Jan-22,03-Mar-22,Done
TSR-238170,413289,Customer 25,,Closed,Software Change,27-Jan-22,21-Mar-22,Done
TSR-238006,413092,Customer 25,,In Review,Infrastructure Change,27-Jan-22,,
TSR-236797,411618,Customer 25,,Waiting on customer,Software Change,25-Jan-22,,
TSR-230003,404189,Customer 25,,Canceled,Software Change,13-Jan-22,25-Jan-22,Resolved
TSR-213083,384805,Customer 25,,Waiting on customer,Software Change,13-Dec-21,,
TSR-209555,380825,Customer 25,,Waiting on customer,Software Change,07-Dec-21,,
TSR-195348,365486,Customer 25,,Waiting on customer,Software Change,22-Nov-21,,
TSR-192989,362833,Customer 25,,Waiting on customer,Software Change,17-Nov-21,,
TSR-190225,359776,Customer 25,,Waiting on customer,Software Change,12-Nov-21,,
TSR-175529,343057,Customer 25,,Waiting on customer,Software Change,18-Oct-21,,
TSR-160069,325894,Customer 25,,Waiting on customer,Software Change,22-Sep-21,,
TSR-158763,324433,Customer 25,,Waiting on customer,Software Change,20-Sep-21,,
TSR-145449,304499,Customer 25,,Awaiting Non Prod Implementation,Software Change,26-Aug-21,,
TSR-141846,300447,Customer 25,,Waiting on customer,Software Change,19-Aug-21,,
TSR-136122,293797,Customer 25,,In Review,Software Change,09-Aug-21,,
TSR-131141,288218,Customer 25,,In Review,Software Change,30-Jul-21,,
TSR-129857,286804,Customer 25,,In Review,Software Change,28-Jul-21,,
TSR-114213,268685,Customer 25,,Waiting on customer,Software Change,30-Jun-21,,
TSR-114191,268663,Customer 25,,In Review,Software Change,30-Jun-21,,
TSR-95579,247256,Customer 25,,Waiting on customer,Software Change,24-May-21,,
TSR-94772,246303,Customer 25,,Waiting on customer,Software Change,21-May-21,,
TSR-93245,244541,Customer 25,,Customer Replied,Software Change,20-May-21,,
TSR-76718,225075,Customer 25,,Waiting on customer,Software Change,15-Apr-21,,
TSR-50202,195623,Customer 25,,Waiting on customer,Software Change,18-Mar-21,,
TSR-49669,194932,Customer 25,,Customer Replied,Software Change,16-Mar-21,,
TSR-49351,194483,Customer 25,,New,,15-Mar-21,,
TSR-49350,194481,Customer 25,,Customer Replied,,15-Mar-21,,
TSR-47095,191471,Customer 25,,Waiting on customer,Software Change,03-Mar-21,,
TSR-47086,191462,Customer 25,,Awaiting Non Prod Implementation,Software Change,03-Mar-21,,
TSR-43950,187644,Customer 25,,Waiting on customer,Software Change,18-Feb-21,,
TSR-37823,179108,Customer 25,,Awaiting Non Prod Implementation,Software Change,15-Jan-21,,
TSR-22538,156869,Customer 25,,Waiting on customer,Software Change,16-Oct-20,,
TSR-394627,586241,Customer 26,,Waiting on customer,Software Change,13-Sep-22,,
TSR-388679,579748,Customer 26,,Waiting on customer,Software Change,04-Sep-22,,
TSR-386810,577721,Customer 26,,Awaiting Non Prod Implementation,Software Change,01-Sep-22,,
TSR-382970,573567,Customer 26,,Awaiting Prod implementation,Infrastructure Change,26-Aug-22,,
TSR-377848,567706,Customer 26,,Awaiting Non Prod Implementation,Software Change,19-Aug-22,,
TSR-367132,556067,Customer 26,,Closed,Software Change,03-Aug-22,12-Aug-22,Done
TSR-361397,549808,Customer 26,,Closed,Software Change,26-Jul-22,26-Jul-22,Done
TSR-359858,548157,Customer 26,,Closed,Software Change,25-Jul-22,19-Aug-22,Done
TSR-349190,536639,Customer 26,,Closed,Infrastructure Change,10-Jul-22,01-Aug-22,Done
TSR-346210,533448,Customer 26,,Waiting on customer,Software Change,06-Jul-22,,
TSR-342537,529494,Customer 26,,In Review,Software Change,30-Jun-22,,
TSR-342532,529489,Customer 26,,In Review,Software Change,30-Jun-22,,
TSR-341572,528449,Customer 26,,Closed,Software Change,29-Jun-22,11-Jul-22,Done
TSR-339022,525687,Customer 26,,In Review,Infrastructure Change,25-Jun-22,,
TSR-323400,508619,Customer 26,,Closed,Infrastructure Change,01-Jun-22,24-Jun-22,Done
TSR-298295,481334,Customer 26,,In Review,Infrastructure Change,22-Apr-22,,
TSR-272699,452396,Customer 26,,In Review,Infrastructure Change,18-Mar-22,,
TSR-243710,420147,Customer 26,,Waiting on customer,Software Change,05-Feb-22,,
TSR-243704,420141,Customer 26,,In Review,Software Change,05-Feb-22,,
TSR-234630,409239,Customer 26,,In Review,Infrastructure Change,21-Jan-22,,
TSR-222422,395572,Customer 26,,In Review,Infrastructure Change,29-Dec-21,,
TSR-215027,387405,Customer 26,,Closed,Infrastructure Change,15-Dec-21,15-Jan-22,Done
TSR-214420,386442,Customer 26,,In Review,Software Change,15-Dec-21,,
TSR-195170,365265,Customer 26,,Waiting on customer,Software Change,21-Nov-21,,
TSR-167395,334090,Customer 26,,Waiting on customer,Software Change,05-Oct-21,,
TSR-71644,218892,Customer 26,,Waiting on customer,Software Change,07-Apr-21,,
TSR-51052,196758,Customer 26,,In Review,Software Change,23-Mar-21,,
TSR-42306,185321,Customer 26,,Waiting on customer,Software Change,10-Feb-21,,
TSR-408364,601246,Customer 27,,Waiting on customer,Software Change,05-Oct-22,,
TSR-408182,601038,Customer 27,,Awaiting CAB approval,Software Change,04-Oct-22,,
TSR-406477,599166,Customer 27,,In Review,Software Change,30-Sep-22,,
TSR-406458,599146,Customer 27,,Waiting on customer,Infrastructure Change,30-Sep-22,,
TSR-404787,597351,Customer 27,,Waiting on customer,Infrastructure Change,29-Sep-22,,
TSR-401667,593967,Customer 27,,In Review,Software Change,23-Sep-22,,
TSR-400125,592289,Customer 27,,In Review,Software Change,22-Sep-22,,
TSR-397404,589295,Customer 27,,â€‹  WIP- Prod implementation,Software Change,17-Sep-22,,
TSR-395581,587286,Customer 27,,Awaiting Non Prod Implementation,Software Change,15-Sep-22,,
TSR-393724,585233,Customer 27,,Customer Replied,Software Change,12-Sep-22,,
TSR-393624,585123,Customer 27,,In Review,Software Change,12-Sep-22,,
TSR-393609,585108,Customer 27,,Hold,Software Change,12-Sep-22,,
TSR-393455,584944,Customer 27,,In Review,Software Change,12-Sep-22,,
TSR-393421,584910,Customer 27,,In Review,Software Change,12-Sep-22,,
TSR-386567,577466,Customer 27,,In Review,Software Change,01-Sep-22,,
TSR-384856,575614,Customer 27,,Awaiting Non Prod Implementation,Software Change,30-Aug-22,,
TSR-383985,574655,Customer 27,,In Review,Software Change,29-Aug-22,,
TSR-382964,573560,Customer 27,,Awaiting Prod implementation,Infrastructure Change,26-Aug-22,,
TSR-382346,572868,Customer 27,,Closed,Software Change,26-Aug-22,27-Aug-22,Done
TSR-379276,569208,Customer 27,,In Review,Software Change,22-Aug-22,,
TSR-378770,568665,Customer 27,,Canceled,Software Change,21-Aug-22,24-Aug-22,ClosedByClient
TSR-377840,567697,Customer 27,,Awaiting Non Prod Implementation,Software Change,19-Aug-22,,
TSR-375659,565282,Customer 27,,Awaiting Non Prod Implementation,Software Change,16-Aug-22,,
TSR-375423,565021,Customer 27,,Hold,Software Change,16-Aug-22,,
TSR-373175,562607,Customer 27,,Customer Replied,Software Change,11-Aug-22,,
TSR-370250,559391,Customer 27,,Closed,Software Change,08-Aug-22,23-Aug-22,Done
TSR-367105,556040,Customer 27,,Customer Replied,Software Change,03-Aug-22,,
TSR-366696,555575,Customer 27,,In Review,Software Change,03-Aug-22,,
TSR-366661,555540,Customer 27,,Waiting on customer,Software Change,03-Aug-22,,
TSR-359847,548146,Customer 27,,Closed,Software Change,25-Jul-22,02-Aug-22,Done
TSR-354201,542144,Customer 27,,In Review,Software Change,18-Jul-22,,
TSR-354176,542107,Customer 27,,Closed,Software Change,18-Jul-22,25-Aug-22,Done
TSR-354153,542081,Customer 27,,Closed,Software Change,18-Jul-22,11-Aug-22,Done
TSR-354109,542033,Customer 27,,Awaiting CAB approval,Software Change,18-Jul-22,,
TSR-349358,536841,Customer 27,,Hold,Software Change,11-Jul-22,,
TSR-349182,536631,Customer 27,,Closed,Infrastructure Change,10-Jul-22,02-Aug-22,Done
TSR-346201,533438,Customer 27,,Closed,Software Change,06-Jul-22,24-Aug-22,Done
TSR-345095,532253,Customer 27,,Closed,Software Change,04-Jul-22,20-Aug-22,Done
TSR-344950,532101,Customer 27,,Customer Replied,Software Change,04-Jul-22,,
TSR-344928,532078,Customer 27,,In Review,Software Change,04-Jul-22,,
TSR-341545,528422,Customer 27,,Closed,Software Change,29-Jun-22,04-Jul-22,Done
TSR-339035,525700,Customer 27,,In Review,Infrastructure Change,25-Jun-22,,
TSR-338884,525548,Customer 27,,In Review,Software Change,25-Jun-22,,
TSR-336448,522860,Customer 27,,Closed,Software Change,22-Jun-22,20-Jul-22,Done
TSR-335141,521471,Customer 27,,Awaiting Non Prod Implementation,Infrastructure Change,20-Jun-22,,
TSR-334990,521301,Customer 27,,Closed,Software Change,20-Jun-22,08-Jul-22,Done
TSR-334977,521279,Customer 27,,Waiting on customer,Software Change,20-Jun-22,,
TSR-333077,519175,Customer 27,,Closed,Software Change,16-Jun-22,25-Jun-22,Done
TSR-332758,518812,Customer 27,,Closed,Software Change,15-Jun-22,26-Aug-22,Done
TSR-332708,518758,Customer 27,,Closed,Software Change,15-Jun-22,26-Aug-22,Done
TSR-332697,518747,Customer 27,,Closed,Software Change,15-Jun-22,08-Jul-22,Done
TSR-330662,516529,Customer 27,,Customer Replied,Software Change,13-Jun-22,,
TSR-327144,512725,Customer 27,,Closed,Software Change,08-Jun-22,16-Aug-22,Done
TSR-326078,511572,Customer 27,,Closed,Software Change,06-Jun-22,17-Aug-22,Done
TSR-326074,511568,Customer 27,,Closed,Software Change,06-Jun-22,25-Jun-22,Done
TSR-326062,511556,Customer 27,,Closed,Software Change,06-Jun-22,25-Jun-22,Done
TSR-324668,510019,Customer 27,,Closed,Software Change,03-Jun-22,28-Jun-22,Done
TSR-324280,509571,Customer 27,,Closed,Infrastructure Change,02-Jun-22,06-Jun-22,Done
TSR-323390,508609,Customer 27,,Closed,Infrastructure Change,01-Jun-22,24-Jun-22,Done
TSR-320178,505202,Customer 27,,Closed,Infrastructure Change,28-May-22,30-May-22,Done
TSR-320051,505072,Customer 27,,Closed,Software Change,27-May-22,28-Jul-22,Done
TSR-316548,501245,Customer 27,,Closed,Software Change,23-May-22,24-Aug-22,Done
TSR-316336,501005,Customer 27,,Closed,Software Change,23-May-22,30-May-22,Done
TSR-314377,498853,Customer 27,,Closed,Infrastructure Change,19-May-22,27-May-22,Done
TSR-314361,498822,Customer 27,,Awaiting Non Prod Implementation,Infrastructure Change,19-May-22,,
TSR-313127,497465,Customer 27,,Customer Replied,Software Change,17-May-22,,
TSR-312462,496741,Customer 27,,In Review,Software Change,16-May-22,,
TSR-312412,496688,Customer 27,,Waiting on customer,Software Change,16-May-22,,
TSR-311292,495511,Customer 27,,Customer Replied,Software Change,13-May-22,,
TSR-310692,494859,Customer 27,,Waiting on customer,Software Change,13-May-22,,
TSR-310504,494657,Customer 27,,Closed,Software Change,12-May-22,23-Jun-22,Done
TSR-309839,493938,Customer 27,,Waiting on customer,Software Change,12-May-22,,
TSR-309817,493913,Customer 27,,Waiting on customer,Software Change,12-May-22,,
TSR-309712,493802,Customer 27,,Closed,Software Change,11-May-22,25-Jun-22,Done
TSR-309642,493731,Customer 27,,In Review,Software Change,11-May-22,,
TSR-306256,490063,Customer 27,,Waiting on customer,Software Change,05-May-22,,
TSR-302769,486271,Customer 27,,In Review,Infrastructure Change,29-Apr-22,,
TSR-302619,486108,Customer 27,,Closed,Software Change,29-Apr-22,11-May-22,Done
TSR-302196,485643,Customer 27,,In Review,Software Change,28-Apr-22,,
TSR-299737,482914,Customer 27,,Closed,Infrastructure Change,26-Apr-22,27-Apr-22,Done
TSR-299600,482771,Customer 27,,Closed,,25-Apr-22,27-Apr-22,Done
TSR-298529,481585,Customer 27,,Closed,Software Change,22-Apr-22,13-May-22,Done
TSR-297747,480738,Customer 27,,Closed,Software Change,21-Apr-22,16-May-22,Done
TSR-297735,480726,Customer 27,,Closed,Software Change,21-Apr-22,05-May-22,Done
TSR-296489,479399,Customer 27,,Canceled,Software Change,20-Apr-22,20-Apr-22,Canceled
TSR-296481,479389,Customer 27,,Canceled,Software Change,20-Apr-22,20-Apr-22,Canceled
TSR-296457,479363,Customer 27,,Canceled,Software Change,20-Apr-22,20-Apr-22,Canceled
TSR-296455,479361,Customer 27,,Closed,Software Change,20-Apr-22,11-May-22,Done
TSR-296453,479359,Customer 27,,Canceled,Software Change,20-Apr-22,20-Apr-22,Duplicate
TSR-295743,478048,Customer 27,,Closed,Software Change,19-Apr-22,25-Jun-22,Done
TSR-295633,477926,Customer 27,,Canceled,Infrastructure Change,19-Apr-22,19-Apr-22,Duplicate
TSR-293740,475904,Customer 27,,Closed,Software Change,14-Apr-22,05-Jun-22,Done
TSR-293650,475809,Customer 27,,In Review,Software Change,14-Apr-22,,
TSR-293025,475124,Customer 27,,Waiting on customer,Software Change,13-Apr-22,14-Apr-22,Duplicate
TSR-291427,473339,Customer 27,,Closed,Software Change,11-Apr-22,13-May-22,Done
TSR-290354,472110,Customer 27,,In Review,Software Change,08-Apr-22,,
TSR-290272,472020,Customer 27,,Closed,Software Change,08-Apr-22,11-May-22,Done
